id,name,alcoholic,category,glassType,instructions,ingredients,ingredientMeasures,combinedIngredients
192,Jack's Vanilla Coke,Alcoholic,Other / Unknown,Old-fashioned glass,"After pouring in your ingredients, and adding 3-5 ice cubes, according to taste. Stir the drink with a stirrer to get the Vanilla off the bottom.","['Ice', 'Tennessee whiskey', 'Vanilla extract', 'Coca-Cola']","['4-5 ', '2 oz ', '1 tsp ', '10-12 oz ']","['Ice (4-5)', 'Tennessee whiskey (2 oz)', 'Vanilla extract (1 tsp)', 'Coca-Cola (10-12 oz)']"
193,Kir,Alcoholic,Ordinary Drink,Wine Glass,"Add the crème de cassis to the bottom of the glass, then top up with wine.","['Creme de Cassis', 'Champagne']","['1 part ', '5 parts ']","['Creme de Cassis (1 part)', 'Champagne (5 parts)']"
194,Karsk,Alcoholic,Ordinary Drink,Highball glass,"Put a copper coin in a coffe-cup and fill up with coffee until you no longer see the coin, then add alcohol until you see the coin. Norwegian speciality.","['Coffee', 'Grain alcohol']","['1 part ', '2 parts ']","['Coffee (1 part)', 'Grain alcohol (2 parts)']"
195,Kamikaze,Alcoholic,Ordinary Drink,Cocktail glass,"Shake all ingredients together with ice. Strain into glass, garnish and serve.","['Vodka', 'Triple sec', 'Lime juice']","['1 oz ', '1 oz ', '1 oz ']","['Vodka (1 oz)', 'Triple sec (1 oz)', 'Lime juice (1 oz)']"
196,Kir Royale,Alcoholic,Ordinary Drink,Champagne Flute,"Pour Creme de cassis in glass, gently pour champagne on top","['Creme de Cassis', 'Champagne']","['1 part ', '5 parts ']","['Creme de Cassis (1 part)', 'Champagne (5 parts)']"
197,Kiwi Lemon,Alcoholic,Ordinary Drink,Highball glass,Mix in highball glass. Stirr. Garnish with slice of kiwi.,"['Kiwi liqueur', 'Bitter lemon', 'Ice']","['1 part ', '2 parts ', 'cubes']","['Kiwi liqueur (1 part)', 'Bitter lemon (2 parts)', 'Ice (cubes)']"
198,Kurant Tea,Alcoholic,Coffee / Tea,Champagne flute,"Pour Absolut Kurant into a comfortably big tea-cup. Add the not too hot(!) apple tea and, if you like, some sugar. Enjoy!","['Absolut Kurant', 'Tea', 'Sugar']","['4 cl ', 'Turkish apple ', ' (if needed)\n']","['Absolut Kurant (4 cl)', 'Tea (Turkish apple)', 'Sugar ((if needed))']"
199,Kioki Coffee,Alcoholic,Coffee / Tea,Coffee mug,Stir. Add whipped cream to the top.,"['Kahlua', 'Brandy', 'Coffee']","['1 oz ', '1/2 oz ', None]","['Kahlua (1 oz)', 'Brandy (1/2 oz)', 'Coffee']"
200,Kiwi Martini,Alcoholic,Cocktail,Cocktail glass,"The kiwi martini is a very fun vodka cocktail and it is one of the best drinks that makes use of fresh fruit. Though there are a few recipes floating around, this is one of the easiest and it is an absolutely delightful green martini to drink.

For this recipe, you'll simply muddle slices of kiwi with simple syrup, then shake it with vodka. It's a drink that anyone can mix up in minutes and a perfect cocktail to show off your favorite vodka.","['Kiwi', 'Sugar Syrup', 'Vodka', 'Kiwi']","['1/2', '1 tsp', '1 1/2 oz', 'Garnish with']","['Kiwi (1/2)', 'Sugar Syrup (1 tsp)', 'Vodka (1 1/2 oz)', 'Kiwi (Garnish with)']"
201,Kiss me Quick,Alcoholic,Ordinary Drink,Highball glass,mix in the glass,"['Cranberry vodka', 'Apfelkorn', 'Schweppes Russchian', 'Apple juice', 'Ice']","['4 cl ', '2 cl ', '7 cl ', '8 cl ', 'cubes']","['Cranberry vodka (4 cl)', 'Apfelkorn (2 cl)', 'Schweppes Russchian (7 cl)', 'Apple juice (8 cl)', 'Ice (cubes)']"
202,Kool-Aid Shot,Alcoholic,Shot,Old-fashioned glass,Pour into a large glass with ice and stir. Add a little cranberry juice to taste.,"['Vodka', 'Amaretto', 'Sloe gin', 'Triple sec', 'Cranberry juice']","['1 shot ', '1 shot ', '1 shot ', '1 shot ', None]","['Vodka (1 shot)', 'Amaretto (1 shot)', 'Sloe gin (1 shot)', 'Triple sec (1 shot)', 'Cranberry juice']"
203,Kool First Aid,Alcoholic,Shot,Shot glass,"Add Kool Aid to a double shot glass, and top with rum. Slam and shoot.","['151 proof rum', 'Kool-Aid']","['2 oz light ', '1/2 tsp Tropical ']","['151 proof rum (2 oz light)', 'Kool-Aid (1/2 tsp Tropical)']"
204,Kentucky B And B,Alcoholic,Ordinary Drink,Brandy snifter,Pour the bourbon and Benedictine into a brandy snifter.,"['Bourbon', 'Benedictine']","['2 oz ', '1/2 oz ']","['Bourbon (2 oz)', 'Benedictine (1/2 oz)']"
205,Kentucky Colonel,Alcoholic,Ordinary Drink,Cocktail glass,In a shaker half-filled with ice cubes combine the courbon and Benedictine. Shake and strain into a cocktail glass. Garnish with the lemon twist.,"['Bourbon', 'Benedictine', 'Lemon peel']","['3 oz ', '1/2 oz ', '1 twist of ']","['Bourbon (3 oz)', 'Benedictine (1/2 oz)', 'Lemon peel (1 twist of)']"
206,Kool-Aid Slammer,Alcoholic,Shot,Shot glass,"Fill half the shot glass with the kool-aid first. Then put a paper towel over the top of the glass and slowly pour in the vodka. If you do it right, you should be able to see that the two liquids are separated, with the vodka on top. Now slam it! The last thing you'll taste is the kool-aid.","['Kool-Aid', 'Vodka']","['1/2 oz Grape ', '1/2 oz ']","['Kool-Aid (1/2 oz Grape)', 'Vodka (1/2 oz)']"
207,Kiwi Papaya Smoothie,Non alcoholic,Other / Unknown,Highball Glass,Throw everything into a blender and liquify.,"['Kiwi', 'Papaya']","['3 ', '1/2 ']","['Kiwi (3)', 'Papaya (1/2)']"
208,Kill the cold Smoothie,Non alcoholic,Other / Unknown,Highball glass,Juice ginger and lemon and add it to hot water. You may add cardomom.,"['Ginger', 'Lemon', 'Water']","['1 inch ', '1/4 ', '1 cup hot ']","['Ginger (1 inch)', 'Lemon (1/4)', 'Water (1 cup hot)']"
209,Limeade,Non alcoholic,Other / Unknown,Highball glass,"In a large glass, put the lime juice and sugar, and stir well. Add cold seltzer water to fill. Put the lime peels in the glass. Drink. Repeat until limes or soda run out.","['Lime', 'Sugar', 'Soda water', 'Lime peel']","['Juice of 1 ', '1 tblsp ', ' (seltzer water)\n', None]","['Lime (Juice of 1)', 'Sugar (1 tblsp)', 'Soda water ((seltzer water))', 'Lime peel']"
210,Lunch Box,Alcoholic,Beer,Pint glass,Fill a pint glass almost full with beer. Then fill the rest with orange juice (careful not to fill it to the top). Then take the shot of Amaretto and drop it in.,"['Beer', 'Amaretto', 'Orange juice']","['3/4 bottle ', '1 shot ', '1 oz ']","['Beer (3/4 bottle)', 'Amaretto (1 shot)', 'Orange juice (1 oz)']"
211,Lemon Drop,Alcoholic,Cocktail,Cocktail glass,Shake and strain into a chilled cocktail glass rimmed with sugar.,"['Vodka', 'Cointreau', 'Lemon']","['1 1/2 shot ', '1 1/2 shot ', 'Juice of 1 wedge ']","['Vodka (1 1/2 shot)', 'Cointreau (1 1/2 shot)', 'Lemon (Juice of 1 wedge)']"
212,Lemon Shot,Alcoholic,Shot,Shot glass,"Mix Galliano and Absolut Citron in a shot glass, lay lemon wedge sprinkled with sugar over glass and pour a rum over wedge and glass. light rum with a lighter and let burn for a second. Do shot quickly and suck on lemon. If it is done correctly, this will taste like a shot of sweet lemonade.","['Galliano', 'Absolut Citron', 'Lemon', 'Sugar', '151 proof rum']","['1/2 oz ', '1/2 oz ', ' wedge\n', 'Bacardi ', None]","['Galliano (1/2 oz)', 'Absolut Citron (1/2 oz)', 'Lemon (wedge)', 'Sugar (Bacardi)', '151 proof rum']"
213,Long vodka,Alcoholic,Ordinary Drink,Highball glass,"Shake a tall glass with ice cubes and Angostura, coating the inside of the glass. Por the vodka onto this, add 1 slice of lime and squeeze juice out of remainder, mix with tonic, stir and voila you have a Long Vodka","['Vodka', 'Lime', 'Angostura bitters', 'Tonic water', 'Ice']","['5 cl ', '1/2 ', '4 dashes ', '1 dl Schweppes ', '4 ']","['Vodka (5 cl)', 'Lime (1/2)', 'Angostura bitters (4 dashes)', 'Tonic water (1 dl Schweppes)', 'Ice (4)']"
214,Lassi Khara,Non alcoholic,Other / Unknown,Highball Glass,Blend (frappe) in blender until frothy. Add torn curry leaves and serve cold.,"['Yoghurt', 'Water', 'Salt', 'Asafoetida']","['1 cup ', '2 cups cold ', '1 tsp ', '1 pinch ']","['Yoghurt (1 cup)', 'Water (2 cups cold)', 'Salt (1 tsp)', 'Asafoetida (1 pinch)']"
215,Lassi Raita,Non alcoholic,Other / Unknown,Highball Glass,"Blend the yoghurt and ice cubes together, until the yoghurt becomes more liquid. Add sugar to taste. The lemon/lime is optional but it gives it a slightly tart taste. Dash of salt. Raita is also good for the summer. Instead of having a traditional salad you can make raita instead.","['Yoghurt', 'Ice', 'Sugar', 'Lime', 'Salt']","['2 cups ', '4-6 ', None, None, None]","['Yoghurt (2 cups)', 'Ice (4-6)', 'Sugar', 'Lime', 'Salt']"
216,Lemouroudji,Non alcoholic,Other / Unknown,Highball Glass,"Juice the lemons. Peel and grate the ginger. Place the grated ginger and a liberal dash of the cayenne pepper into a piece of cheesecloth, and tie it into a knot. Let soak in the water. After 15 minutes or so, add the sugar, and the lemon juice. Chill, and serve.","['Ginger', 'Water', 'Lemon', 'Sugar', 'Cayenne pepper']","['2 pieces ', '1 gal ', '1 lb ', '1 cup ', 'ground ']","['Ginger (2 pieces)', 'Water (1 gal)', 'Lemon (1 lb)', 'Sugar (1 cup)', 'Cayenne pepper (ground)']"
217,Loch Lomond,Alcoholic,Ordinary Drink,Cocktail glass,"In a mixing glass half-filled with ice cubes, combine the Scotch, Drambuie, and vermouth. Stir well. Strain into a cocktail glass. Garnish with the lemon twist.","['Scotch', 'Drambuie', 'Dry Vermouth', 'Lemon peel']","['2 oz ', '1/2 oz ', '1/2 oz ', '1 twist of ']","['Scotch (2 oz)', 'Drambuie (1/2 oz)', 'Dry Vermouth (1/2 oz)', 'Lemon peel (1 twist of)']"
218,London Town,Alcoholic,Ordinary Drink,Cocktail glass,"In a mixing glass half-filled with ice cubes, combine all of the ingredients. Stir well. Strain into a cocktail glass.","['Gin', 'Maraschino liqueur', 'Orange bitters']","['1 1/2 oz ', '1/2 oz ', '2 dashes ']","['Gin (1 1/2 oz)', 'Maraschino liqueur (1/2 oz)', 'Orange bitters (2 dashes)']"
219,Lassi - Mango,Non alcoholic,Other / Unknown,Highball glass,Put it all in a blender and pour over crushed ice. You can also use other fruits like strawberries and bananas.,"['Mango', 'Yoghurt', 'Sugar', 'Water']","['2 ', '2 cups ', '1/2 cup ', '1 cup iced ']","['Mango (2)', 'Yoghurt (2 cups)', 'Sugar (1/2 cup)', 'Water (1 cup iced)']"
220,Lassi - Sweet,Non alcoholic,Other / Unknown,Highball glass,Put all ingredients into a blender and blend until nice and frothy. Serve chilled.,"['Yoghurt', 'Water', 'Sugar', 'Salt', 'Lemon juice']","['1 cup ', '2 cups cold ', '4 tblsp ', 'pinch ', '2 tblsp ']","['Yoghurt (1 cup)', 'Water (2 cups cold)', 'Sugar (4 tblsp)', 'Salt (pinch)', 'Lemon juice (2 tblsp)']"
221,Limona Corona,Alcoholic,Beer,Beer Glass,"Open the Corona. Fill the empty space in the neck in the bottle with the rum. The bottle should be filled to the top. Plug the bottle with your thumb or the palm of your hand. Turn the bottle upside-down so the rum and beer mix. Turn the bottle rightside-up, unplug, and drink.","['Corona', 'Bacardi Limon']","['1 bottle ', '1 oz ']","['Corona (1 bottle)', 'Bacardi Limon (1 oz)']"
222,Lord And Lady,Alcoholic,Ordinary Drink,Old-fashioned glass,Pour the rum and Tia Maria into an old-fashioned glass almost filled with ice cubes. Stir well.,"['Dark rum', 'Tia maria']","['1 1/2 oz ', '1/2 oz ']","['Dark rum (1 1/2 oz)', 'Tia maria (1/2 oz)']"
223,Lady Love Fizz,Alcoholic,Ordinary Drink,Cocktail glass,"Shake all ingredients (except carbonated water) with ice and strain into a cocktail glass over two ice cubes. Fill with carbonated water, stir, and serve.","['Gin', 'Light cream', 'Powdered sugar', 'Lemon', 'Egg white', 'Carbonated water']","['2 oz ', '2 tsp ', '1 tsp ', 'Juice of 1/2', '1 ', None]","['Gin (2 oz)', 'Light cream (2 tsp)', 'Powdered sugar (1 tsp)', 'Lemon (Juice of 1/2)', 'Egg white (1)', 'Carbonated water']"
224,Long Island Tea,Alcoholic,Ordinary Drink,Highball glass,Combine all ingredients (except cola) and pour over ice in a highball glass. Add the splash of cola for color. Decorate with a slice of lemon and serve.,"['Vodka', 'Light rum', 'Gin', 'Tequila', 'Lemon', 'Coca-Cola']","['1/2 oz ', '1/2 oz ', '1/2 oz ', '1/2 oz ', 'Juice of 1/2 ', '1 splash ']","['Vodka (1/2 oz)', 'Light rum (1/2 oz)', 'Gin (1/2 oz)', 'Tequila (1/2 oz)', 'Lemon (Juice of 1/2)', 'Coca-Cola (1 splash)']"
225,Lone Tree Cooler,Alcoholic,Ordinary Drink,Collins glass,"Stir powdered sugar and 2 oz. carbonated water in a collins glass. Fill glass with ice, add gin and vermouth, and stir. Fill with carbonated water and stir again. Add the twist of lemon peel and the orange spiral so that the end dangles over rim of glass.","['Carbonated water', 'Gin', 'Dry Vermouth', 'Powdered sugar', 'Orange spiral', 'Lemon peel']","[None, None, None, None, None, None]","['Carbonated water', 'Gin', 'Dry Vermouth', 'Powdered sugar', 'Orange spiral', 'Lemon peel']"
226,Lone Tree Cocktail,Alcoholic,Ordinary Drink,Cocktail glass,"Stir ingredients with ice, strain into a cocktail glass, and serve.","['Sweet Vermouth', 'Gin']","['3/4 oz ', '1 1/2 oz ']","['Sweet Vermouth (3/4 oz)', 'Gin (1 1/2 oz)']"
227,Lazy Coconut Paloma,Alcoholic,Cocktail,Highball glass,Mix the coconut liqueur (preferably tequila) with the grapefruit juice and top with soda water. Garnish with a large grapefruit slice against the inside of the glass.,"['Coconut Liqueur', 'Grapefruit Juice', 'Soda Water']","['30 ml', '75 ml', 'Top']","['Coconut Liqueur (30 ml)', 'Grapefruit Juice (75 ml)', 'Soda Water (Top)']"
228,Long Island Iced Tea,Alcoholic,Ordinary Drink,Highball glass,Mix all contents in a highball glass and sitr gently. Add dash of Coca-Cola for the coloring and garnish with lemon or lime twist.,"['Vodka', 'Tequila', 'Light rum', 'Gin', 'Coca-Cola', 'Lemon peel']","['1/2 oz ', '1/2 oz ', '1/2 oz ', '1/2 oz ', '1 dash ', 'Twist of ']","['Vodka (1/2 oz)', 'Tequila (1/2 oz)', 'Light rum (1/2 oz)', 'Gin (1/2 oz)', 'Coca-Cola (1 dash)', 'Lemon peel (Twist of)']"
229,Lemon Elderflower Spritzer,Alcoholic,Cocktail,Highball glass,"Pour all ingredients over ice, stir and enjoy!
","['Elderflower cordial', 'Vodka', 'Soda Water', 'Fresh Lemon Juice']","['2 tsp', '1 shot', '1/3 cup', 'Top']","['Elderflower cordial (2 tsp)', 'Vodka (1 shot)', 'Soda Water (1/3 cup)', 'Fresh Lemon Juice (Top)']"
230,Lassi - A South Indian Drink,Non alcoholic,Other / Unknown,Highball Glass,"Blend in a blender for 3 seconds. Lassi is one of the easiest things to make, and there are many ways of making it. Basically, it is buttermilk (yoghurt whisked with water), and you can choose almost any consistency that you like, from the thinnest to the thickest. Serve cold.","['Yoghurt', 'Water', 'Cumin seed', 'Salt', 'Mint']","['1/2 cup plain ', '1 1/4 cup cold ', '1/2 tsp ground roasted ', '1/4 tsp ', '1/4 tsp dried ']","['Yoghurt (1/2 cup plain)', 'Water (1 1/4 cup cold)', 'Cumin seed (1/2 tsp ground roasted)', 'Salt (1/4 tsp)', 'Mint (1/4 tsp dried)']"
231,Melya,Non alcoholic,Coffee / Tea,Coffee mug,"Brew espresso. In a coffee mug, place 1 teaspoon of unsweetened powdered cocoa, then cover a teaspoon with honey and drizzle it into the cup. Stir while the coffee brews, this is the fun part. The cocoa seems to coat the honey without mixing, so you get a dusty, sticky mass that looks as though it will never mix. Then all at once, presto! It looks like dark chocolate sauce. Pour hot espresso over the honey, stirring to dissolve. Serve with cream.","['Espresso', 'Honey', 'Cocoa powder']","[None, 'Unsweetened ', None]","['Espresso', 'Honey (Unsweetened)', 'Cocoa powder']"
232,Mojito,Alcoholic,Cocktail,Highball glass,Muddle mint leaves with sugar and lime juice. Add a splash of soda water and fill the glass with cracked ice. Pour the rum and top with soda water. Garnish and serve with straw.,"['Light rum', 'Lime', 'Sugar', 'Mint', 'Soda water']","['2-3 oz ', 'Juice of 1 ', '2 tsp ', '2-4 ', None]","['Light rum (2-3 oz)', 'Lime (Juice of 1)', 'Sugar (2 tsp)', 'Mint (2-4)', 'Soda water']"
233,Mimosa,Alcoholic,Ordinary Drink,Champagne flute,"Ensure both ingredients are well chilled, then mix into the glass. Serve cold.","['Champagne', 'Orange juice']","['Chilled ', '2 oz ']","['Champagne (Chilled)', 'Orange juice (2 oz)']"
234,Mai Tai,Alcoholic,Ordinary Drink,Collins glass,Shake all ingredients with ice. Strain into glass. Garnish and serve with straw.,"['Light rum', 'Orgeat syrup', 'Triple sec', 'Sweet and sour', 'Cherry']","['1 oz ', '1/2 oz ', '1/2 oz ', '1 1/2 oz ', '1 ']","['Light rum (1 oz)', 'Orgeat syrup (1/2 oz)', 'Triple sec (1/2 oz)', 'Sweet and sour (1 1/2 oz)', 'Cherry (1)']"
235,Martini,Alcoholic,Cocktail,Cocktail glass,"Straight: Pour all ingredients into mixing glass with ice cubes. Stir well. Strain in chilled martini cocktail glass. Squeeze oil from lemon peel onto the drink, or garnish with olive.","['Gin', 'Dry Vermouth', 'Olive']","['1 2/3 oz ', '1/3 oz ', '1 ']","['Gin (1 2/3 oz)', 'Dry Vermouth (1/3 oz)', 'Olive (1)']"
236,Michelada,Alcoholic,Cocktail,Pint glass,"Mix the beer with tomato juice, freshly squeezed lime juice, and Worcestershire sauce, teriyaki sauce, soy sauce, or hot sauce.
Served In a chilled, salt-rimmed glass
","['Beer', 'Tomato Juice', 'Lime Juice', 'Hot Sauce', 'Worcestershire Sauce', 'Soy Sauce']","['4 oz', '4 oz', '1 tblsp', 'Dash', 'Dash', 'Dash']","['Beer (4 oz)', 'Tomato Juice (4 oz)', 'Lime Juice (1 tblsp)', 'Hot Sauce (Dash)', 'Worcestershire Sauce (Dash)', 'Soy Sauce (Dash)']"
237,Manhattan,Alcoholic,Cocktail,Cocktail glass,"Stirred over ice, strained into a chilled glass, garnished, and served up.","['Sweet Vermouth', 'Bourbon', 'Angostura bitters', 'Ice', 'Maraschino cherry', 'Orange peel']","['3/4 oz ', '2 1/2 oz Blended ', 'dash ', '2 or 3 ', '1 ', '1 twist of ']","['Sweet Vermouth (3/4 oz)', 'Bourbon (2 1/2 oz Blended)', 'Angostura bitters (dash)', 'Ice (2 or 3)', 'Maraschino cherry (1)', 'Orange peel (1 twist of)']"
238,Margarita,Alcoholic,Ordinary Drink,Cocktail glass,"Rub the rim of the glass with the lime slice to make the salt stick to it. Take care to moisten only the outer rim and sprinkle the salt on it. The salt should present to the lips of the imbiber and never mix into the cocktail. Shake the other ingredients with ice, then carefully pour into the glass.","['Tequila', 'Triple sec', 'Lime juice', 'Salt']","['1 1/2 oz ', '1/2 oz ', '1 oz ', None]","['Tequila (1 1/2 oz)', 'Triple sec (1/2 oz)', 'Lime juice (1 oz)', 'Salt']"
239,Mauresque,Alcoholic,Cocktail,Collins glass,"1 - Pour the Ricard (or pastis)
2 - Pour the orgeat syrup
3 - Finally pour the water and add ice cubes at your convenience.

Add the ice cubes at the end, otherwise the syrup and pastis do not mix well.","['Ricard', 'Orgeat Syrup', 'Water', '', '', '', '']","['3 cl', '1 cl', 'Full Glass', '', '', '', '']","['Ricard (3 cl)', 'Orgeat Syrup (1 cl)', 'Water (Full Glass)', '', '', '', '']"
240,Mint Julep,Alcoholic,Ordinary Drink,Collins glass,"In a highball glass gently muddle the mint, sugar and water. Fill the glass with cracked ice, add Bourbon and stir well until the glass is well frosted. Garnish with a mint sprig.","['Mint', 'Bourbon', 'Powdered sugar', 'Water']","['4 fresh ', '2 1/2 oz ', '1 tsp ', '2 tsp ']","['Mint (4 fresh)', 'Bourbon (2 1/2 oz)', 'Powdered sugar (1 tsp)', 'Water (2 tsp)']"
241,Mudslinger,Alcoholic,Punch / Party Drink,Punch bowl,Add all contents to a large jug or punch bowl. Stir well!,"['Southern Comfort', 'Orange juice', 'Pepsi Cola']","['750 ml ', '1 L ', '750 ml ']","['Southern Comfort (750 ml)', 'Orange juice (1 L)', 'Pepsi Cola (750 ml)']"
242,Martinez 2,Alcoholic,Cocktail,Cocktail glass,"Add all ingredients to a mixing glass and fill with ice.

Stir until chilled, and strain into a chilled coupe glass.","['Gin', 'Sweet Vermouth', 'Maraschino Liqueur', 'Angostura Bitters']","['1 1/2 oz', '1 1/2 oz', '1 tsp', '2 dashes']","['Gin (1 1/2 oz)', 'Sweet Vermouth (1 1/2 oz)', 'Maraschino Liqueur (1 tsp)', 'Angostura Bitters (2 dashes)']"
243,Moranguito,Alcoholic,Shot,Shot glass,"first you put rhe absinthe, then put tequila, then put the Granadine syrup.","['Absinthe', 'Tequila', 'Grenadine']","['2/5 ', '2/5 ', '1/5 ']","['Absinthe (2/5)', 'Tequila (2/5)', 'Grenadine (1/5)']"
244,Miami Vice,Alcoholic,Cocktail,Cocktail glass,"First: Mix pina colada with 2.5 oz. of rum with ice(set aside). Second: Mix daiquiri with 2.5 oz. of rum with ice. Third: While frozen, add pina colda mix then daiquiri mix in glass (Making sure they do not get mixed together).","['151 proof rum', 'Pina colada mix', 'Daiquiri mix']","['5 oz Bacardi ', 'frozen ', 'frozen ']","['151 proof rum (5 oz Bacardi)', 'Pina colada mix (frozen)', 'Daiquiri mix (frozen)']"
245,Moscow Mule,Alcoholic,Punch / Party Drink,Copper Mug,Combine vodka and ginger beer in a highball glass filled with ice. Add lime juice. Stir gently. Garnish.,"['Vodka', 'Lime juice', 'Ginger ale']","['2 oz ', '2 oz ', '8 oz ']","['Vodka (2 oz)', 'Lime juice (2 oz)', 'Ginger ale (8 oz)']"
246,Mulled Wine,Alcoholic,Punch / Party Drink,Collins Glass,"Simmer 3 cups water with, sugar, cloves, cinnamon sticks, and lemon peel in a stainless steel pot for 10 minutes. Add wine heat to a ""coffee temperature"" (DO NOT BOIL) then add the brandy.","['Water', 'Sugar', 'Cloves', 'Cinnamon', 'Lemon peel', 'Red wine', 'Brandy']","['3 cups ', '1 cup ', '12 ', '2 ', '1 ', '750 ml ', '1/4 cup ']","['Water (3 cups)', 'Sugar (1 cup)', 'Cloves (12)', 'Cinnamon (2)', 'Lemon peel (1)', 'Red wine (750 ml)', 'Brandy (1/4 cup)']"
247,Masala Chai,Non alcoholic,Coffee / Tea,Coffee Mug,Bring 2 cups of water to boil. Add all the ingredients and boil again for about 15 seconds. Let stand for a minute. Warm milk in a pot. Filter tea into cups. Add milk and sugar. That's IT.,"['Water', 'Tea', 'Ginger', 'Cardamom', 'Cloves', 'Cinnamon', 'Black pepper', 'Sugar', 'Milk']","['2 cups ', '3-4 tsp ', '1 chunk dried ', '3-4 crushed ', '3 ', '1 piece ', '1-2 whole ', ' to taste\n', 'to taste']","['Water (2 cups)', 'Tea (3-4 tsp)', 'Ginger (1 chunk dried)', 'Cardamom (3-4 crushed)', 'Cloves (3)', 'Cinnamon (1 piece)', 'Black pepper (1-2 whole)', 'Sugar (to taste)', 'Milk (to taste)']"
248,Munich Mule,Alcoholic,Cocktail,Highball glass,"Fill glass with ice
Pour Gin and Lime Juice
Fill glass with Ginger Beer
Garnish with Cucumer and Lime slice","['Gin', 'Lime Juice', 'Ginger Beer', 'Cucumber', 'lemon']","['5 cl', '2 cl', '10 cl', 'Chopped', 'Chopped']","['Gin (5 cl)', 'Lime Juice (2 cl)', 'Ginger Beer (10 cl)', 'Cucumber (Chopped)', 'lemon (Chopped)']"
249,Mocha-Berry,Alcoholic,Coffee / Tea,Irish coffee cup,"pour 6 oz. of coffee in a mug or Irish coffee cup. add coca mix and chambord, mix well and top off with whipped cream.","['Coffee', 'Chambord raspberry liqueur', 'Cocoa powder', 'Whipped cream']","['6 oz ', '2 oz ', '2 tblsp ', None]","['Coffee (6 oz)', 'Chambord raspberry liqueur (2 oz)', 'Cocoa powder (2 tblsp)', 'Whipped cream']"
250,Mango Mojito,Alcoholic,Cocktail,Jar,"Squeeze the juice from 1½ limes and blend with the mango to give a smooth purée.
Cut the rest of the limes into quarters, and then cut each wedge in half again. Put 2 pieces of lime in a highball glass for each person and add 1 teaspoon of caster sugar and 5-6 mint leaves to each glass. Squish everything together with a muddler or the end of a rolling pin to release all the flavours from the lime and mint.
Divide the mango purée between the glasses and add 30ml white rum and a handful of crushed ice to each one, stirring well to mix everything together. Top up with soda water to serve and garnish with extra mint, if you like.","['Lime', 'Mango', 'Mint', 'White Rum', 'Ice', 'Soda Water', 'Mango']","['3', '1 Fresh', 'Sprig', '200 ml', 'cubes', 'Top', 'Garnish with']","['Lime (3)', 'Mango (1 Fresh)', 'Mint (Sprig)', 'White Rum (200 ml)', 'Ice (cubes)', 'Soda Water (Top)', 'Mango (Garnish with)']"
251,Mojito Extra,Alcoholic,Cocktail,Collins glass,"Put mint with lemon juice in a glas, mash the mint with a spoon, ice, rum & fill up with club soda. Top it with Angostura.","['Mint', 'Lemon juice', 'Dark rum', 'Club soda', 'Angostura bitters']","['1/2 handful ', '3 cl ', '1/8 L Jamaican ', '1/8 L ', '8 drops ']","['Mint (1/2 handful)', 'Lemon juice (3 cl)', 'Dark rum (1/8 L Jamaican)', 'Club soda (1/8 L)', 'Angostura bitters (8 drops)']"
252,Monkey Gland,Alcoholic,Ordinary Drink,Cocktail glass,"Shake well over ice cubes in a shaker, strain into a chilled cocktail glass.","['Gin', 'Benedictine', 'Orange juice', 'Grenadine']","['2 oz ', '1 tsp ', '1/2 oz ', '1 tsp ']","['Gin (2 oz)', 'Benedictine (1 tsp)', 'Orange juice (1/2 oz)', 'Grenadine (1 tsp)']"
253,Midnight Mint,Alcoholic,Cocktail,Cocktail glass,"If available, rim cocktail (Martini) glass with sugar syrup then dip into chocolate flakes or powder. Add ingredients into shaker with ice. Shake well then strain into cocktail glass.","['Baileys irish cream', 'White Creme de Menthe', 'Cream']","['1 oz ', '3/4 oz ', '3/4 oz double ']","['Baileys irish cream (1 oz)', 'White Creme de Menthe (3/4 oz)', 'Cream (3/4 oz double)']"
254,Mary Pickford,Alcoholic,Cocktail,Cocktail glass,Shake and strain into a chilled large cocktail glass,"['Light rum', 'Pineapple juice', 'Maraschino liqueur', 'Grenadine', 'Maraschino cherry']","['1 1/2 oz ', '1 oz ', '1/2 tsp ', '1/2 tsp ', '1 ']","['Light rum (1 1/2 oz)', 'Pineapple juice (1 oz)', 'Maraschino liqueur (1/2 tsp)', 'Grenadine (1/2 tsp)', 'Maraschino cherry (1)']"
255,Monkey Wrench,Alcoholic,Ordinary Drink,Old-fashioned glass,Pour all of the ingredients into an old-fashioned glass almost filled with ice cubes. Stir well.,"['Light rum', 'Grapefruit juice', 'Bitters']","['1 1/2 oz ', '3 oz ', '1 dash ']","['Light rum (1 1/2 oz)', 'Grapefruit juice (3 oz)', 'Bitters (1 dash)']"
256,Negroni,Alcoholic,Ordinary Drink,Old-fashioned glass,"Stir into glass over ice, garnish and serve.","['Gin', 'Campari', 'Sweet Vermouth']","['1 oz ', '1 oz ', '1 oz ']","['Gin (1 oz)', 'Campari (1 oz)', 'Sweet Vermouth (1 oz)']"
